#file,c
Halo_NR_23125.csv,9.452402
Halo_NR_01087.csv,3.497148
Halo_NR_23953.csv,4.933435
Halo_NR_04135.csv,6.036528
Halo_NR_21073.csv,2.696184
Halo_NR_27475.csv,7.662713
Halo_NR_16543.csv,2.328737
Halo_NR_01269.csv,4.408038
Halo_NR_24125.csv,4.511442
Halo_NR_24166.csv,10.312796
Halo_NR_11587.csv,3.183805
Halo_NR_28324.csv,4.392479
Halo_NR_24985.csv,4.853434
Halo_NR_25265.csv,3.390900
Halo_NR_29631.csv,7.617746
Halo_NR_18588.csv,6.967076
Halo_NR_08025.csv,4.000526
Halo_NR_26608.csv,2.641260
Halo_NR_08082.csv,3.907408
Halo_NR_08697.csv,5.547843
Halo_NR_08451.csv,3.610774
Halo_NR_13428.csv,2.642593
Halo_NR_29222.csv,5.172708
Halo_NR_13865.csv,5.710944
Halo_NR_16386.csv,6.616252
Halo_NR_20893.csv,5.085540
Halo_NR_22446.csv,2.797556
Halo_NR_15154.csv,6.160283
Halo_NR_14977.csv,8.313017
Halo_NR_28487.csv,4.559435
Halo_NR_06637.csv,5.982389
Halo_NR_27473.csv,5.167111
Halo_NR_21549.csv,5.510636
Halo_NR_15699.csv,3.214573
Halo_NR_15849.csv,4.191299
Halo_NR_15802.csv,7.602520
Halo_NR_30705.csv,6.704966
Halo_NR_27101.csv,7.001452
Halo_NR_29903.csv,7.821911
Halo_NR_10744.csv,5.938472
Halo_NR_22700.csv,3.980067
Halo_NR_16988.csv,2.357925
Halo_NR_16572.csv,5.788996
Halo_NR_16235.csv,6.823689
Halo_NR_12976.csv,8.206529
Halo_NR_08049.csv,4.478873
Halo_NR_16055.csv,4.064031
Halo_NR_02299.csv,7.239174
Halo_NR_08559.csv,2.617493
Halo_NR_18276.csv,4.108253
Halo_NR_15572.csv,6.277521
Halo_NR_00280.csv,5.878019
Halo_NR_15557.csv,7.157258
Halo_NR_20821.csv,6.130719
Halo_NR_02540.csv,5.154153
Halo_NR_27465.csv,4.652901
Halo_NR_16451.csv,4.658987
Halo_NR_23306.csv,4.896704
Halo_NR_18293.csv,5.780020
Halo_NR_16255.csv,4.964350
Halo_NR_10799.csv,5.986697
Halo_NR_25108.csv,6.465459
Halo_NR_12416.csv,3.423550
Halo_NR_24701.csv,6.338356
Halo_NR_29327.csv,5.877564
Halo_NR_01023.csv,2.969649
Halo_NR_31308.csv,4.100214
Halo_NR_06724.csv,3.359300
Halo_NR_29294.csv,5.943401
Halo_NR_07213.csv,9.802028
Halo_NR_03138.csv,4.217073
Halo_NR_23119.csv,6.881465
Halo_NR_26511.csv,4.161803
Halo_NR_10342.csv,6.986095
Halo_NR_10534.csv,4.890660
Halo_NR_00617.csv,3.669236
Halo_NR_29695.csv,4.706829
Halo_NR_09218.csv,5.557590
Halo_NR_22522.csv,2.458939
Halo_NR_07397.csv,2.328737
Halo_NR_25393.csv,5.581590
Halo_NR_30918.csv,5.424036
Halo_NR_11732.csv,5.479295
Halo_NR_14320.csv,3.205512
Halo_NR_03366.csv,3.758440
Halo_NR_11630.csv,5.381499
Halo_NR_20629.csv,4.054932
Halo_NR_02373.csv,4.741663
Halo_NR_24132.csv,4.963325
Halo_NR_13770.csv,4.433137
Halo_NR_26121.csv,4.855735
Halo_NR_21236.csv,5.472558
Halo_NR_16817.csv,5.939038
Halo_NR_17868.csv,5.937223
Halo_NR_17599.csv,4.786607
Halo_NR_29995.csv,4.689334
Halo_NR_23159.csv,2.970578
Halo_NR_28211.csv,5.971440
Halo_NR_00290.csv,7.140730
Halo_NR_19326.csv,4.349188
Halo_NR_13691.csv,4.004562
Halo_NR_29262.csv,5.196087
Halo_NR_08002.csv,8.022333
Halo_NR_19905.csv,4.453664
Halo_NR_24961.csv,4.197690
Halo_NR_09664.csv,7.811274
Halo_NR_01185.csv,4.377662
Halo_NR_11446.csv,3.321877
Halo_NR_20727.csv,3.351812
Halo_NR_30177.csv,3.720794
Halo_NR_00880.csv,2.985022
Halo_NR_07262.csv,2.656168
Halo_NR_07254.csv,4.415816
Halo_NR_09985.csv,3.073619
Halo_NR_02382.csv,6.255581
Halo_NR_14293.csv,3.280748
Halo_NR_10029.csv,3.432387
Halo_NR_21433.csv,7.619470
Halo_NR_24011.csv,2.416554
Halo_NR_01468.csv,5.216564
Halo_NR_13867.csv,6.593855
Halo_NR_21998.csv,8.088540
Halo_NR_26727.csv,3.784229
Halo_NR_02497.csv,4.407966
Halo_NR_13765.csv,6.137579
Halo_NR_30102.csv,3.233181
Halo_NR_29745.csv,6.046975
Halo_NR_15868.csv,4.781611
Halo_NR_20103.csv,5.311557
Halo_NR_26618.csv,7.133388
Halo_NR_29964.csv,8.942919
Halo_NR_04799.csv,4.958293
Halo_NR_24333.csv,6.850152
Halo_NR_00915.csv,4.863763
Halo_NR_20592.csv,4.360721
Halo_NR_05067.csv,4.769457
Halo_NR_29199.csv,3.709385
Halo_NR_03226.csv,6.098470
Halo_NR_30752.csv,7.240771
Halo_NR_26534.csv,8.264595
Halo_NR_27228.csv,2.999618
Halo_NR_13838.csv,9.133516
Halo_NR_23334.csv,3.691145
Halo_NR_04710.csv,4.415353
Halo_NR_25325.csv,4.687054
Halo_NR_11495.csv,4.065743
Halo_NR_22496.csv,7.987076
Halo_NR_18889.csv,5.002867
Halo_NR_06914.csv,3.520286
Halo_NR_12013.csv,7.624358
Halo_NR_19858.csv,4.476974
Halo_NR_19985.csv,7.771113
Halo_NR_14491.csv,7.066563
Halo_NR_14057.csv,4.332530
Halo_NR_07980.csv,5.846263
Halo_NR_24036.csv,3.322679
Halo_NR_04952.csv,3.947200
Halo_NR_25291.csv,3.931432
Halo_NR_13789.csv,4.714503
Halo_NR_26006.csv,4.674719
Halo_NR_00620.csv,8.683138
Halo_NR_30146.csv,4.295236
Halo_NR_10599.csv,5.407022
Halo_NR_21610.csv,2.328737
Halo_NR_14105.csv,5.523384
Halo_NR_24135.csv,5.855182
Halo_NR_18501.csv,3.465504
Halo_NR_26216.csv,5.542582
Halo_NR_14401.csv,5.038007
Halo_NR_29160.csv,6.603309
Halo_NR_29784.csv,2.747033
Halo_NR_30296.csv,3.141857
Halo_NR_25670.csv,6.466551
Halo_NR_08393.csv,7.134767
Halo_NR_27328.csv,5.532507
Halo_NR_28443.csv,4.521911
Halo_NR_26893.csv,4.881279
Halo_NR_09492.csv,4.073730
Halo_NR_27655.csv,7.061373
Halo_NR_05638.csv,5.895707
Halo_NR_19547.csv,7.022777
Halo_NR_22504.csv,3.454172
Halo_NR_30415.csv,4.586675
Halo_NR_12026.csv,3.670667
Halo_NR_30133.csv,6.350694
Halo_NR_17192.csv,2.971214
Halo_NR_01462.csv,6.625582
Halo_NR_26128.csv,2.394639
Halo_NR_10444.csv,5.150887
Halo_NR_18657.csv,6.580691
Halo_NR_31141.csv,7.720731
Halo_NR_03200.csv,4.141528
Halo_NR_03417.csv,4.166658
Halo_NR_11144.csv,8.108225
Halo_NR_06619.csv,4.908033
Halo_NR_08818.csv,9.004614
Halo_NR_14617.csv,6.624164
Halo_NR_02914.csv,8.053663
Halo_NR_26647.csv,6.355975
Halo_NR_29643.csv,5.001509
Halo_NR_30202.csv,4.088411
Halo_NR_07863.csv,6.185992
Halo_NR_17509.csv,9.203595
Halo_NR_15213.csv,3.225021
Halo_NR_23116.csv,7.539630
Halo_NR_18180.csv,8.453036
Halo_NR_06974.csv,3.547904
Halo_NR_10194.csv,2.965817
Halo_NR_25768.csv,4.615856
Halo_NR_10687.csv,5.866816
Halo_NR_29157.csv,4.841833
Halo_NR_02297.csv,4.158310
Halo_NR_21880.csv,5.762202
Halo_NR_23325.csv,5.358736
Halo_NR_17771.csv,7.671525
Halo_NR_21223.csv,5.166042
Halo_NR_20538.csv,7.299302
Halo_NR_01011.csv,2.721483
Halo_NR_19581.csv,8.197737
Halo_NR_21603.csv,6.260759
Halo_NR_09932.csv,4.124494
Halo_NR_24244.csv,7.101704
Halo_NR_26496.csv,6.983212
Halo_NR_18789.csv,8.068207
Halo_NR_07859.csv,8.610305
Halo_NR_08001.csv,4.315943
Halo_NR_12257.csv,5.205589
Halo_NR_16612.csv,3.440548
Halo_NR_27181.csv,5.158859
Halo_NR_08454.csv,5.578031
Halo_NR_31285.csv,3.734856
Halo_NR_05033.csv,2.809745
Halo_NR_26805.csv,4.708361
Halo_NR_09799.csv,6.272715
Halo_NR_04408.csv,5.300219
Halo_NR_27832.csv,5.425525
Halo_NR_26491.csv,4.928156
Halo_NR_08155.csv,3.722276
