# Id,x_center,y_center,z_center,c,c_max,c_min,r_vir,n_vir,n_tot
295,-0.000079,-0.004326,0.003621,9.976536,10.246538,9.701087,0.995755,1003,1004
296,-0.005761,0.001534,0.005674,10.057446,10.332010,9.774858,0.997538,974,975
297,-0.005590,-0.000224,0.001434,10.204109,10.468305,9.941385,1.003488,961,962
298,-0.012549,0.002123,0.004666,10.111847,10.405749,9.817597,1.003228,961,962
299,0.000000,-0.000000,0.000000,9.948588,10.210302,9.692324,0.998222,1010,1011
300,0.004526,-0.002371,-0.010306,10.048768,10.304153,9.788669,1.001768,1044,1045
301,0.000000,-0.000000,-0.000000,10.021569,10.314625,9.735423,0.998168,983,984
302,0.000000,-0.000000,0.000000,9.998053,10.265059,9.732790,0.998141,968,969
303,-0.001043,-0.009538,-0.002321,9.978038,10.258181,9.696917,1.000387,1045,1046
304,0.002792,-0.004820,-0.000404,10.042968,10.297057,9.782645,1.001126,1024,1025
305,-0.003365,0.007496,-0.006185,10.153229,10.439026,9.874242,1.004917,962,963
306,-0.003703,-0.000931,-0.004264,9.791732,10.020676,9.561345,0.995374,983,984
307,-0.000000,0.000000,0.000000,10.001367,10.258436,9.742832,0.998310,1065,1066
308,0.000000,-0.000000,0.000000,9.978554,10.235545,9.716833,0.998237,1020,1021
309,-0.005322,0.000808,0.006093,10.191116,10.455255,9.919154,1.005884,992,993
310,0.002196,-0.004193,0.003271,10.063277,10.320748,9.804815,0.999562,965,966
311,0.000821,0.001609,-0.005247,10.034862,10.297951,9.768881,1.000544,1039,1040
312,-0.000474,0.005609,-0.000854,9.975818,10.228732,9.729076,0.999976,998,999
313,-0.018233,0.008426,0.025569,9.143327,9.384207,8.900561,1.016688,1026,1027
314,0.000000,-0.000000,-0.000000,9.945489,10.207962,9.679472,0.998222,1010,1011
315,-0.000000,0.000000,-0.000000,9.991992,10.268354,9.709800,0.998040,918,919
316,0.002492,-0.005118,-0.000475,10.216795,10.491887,9.944383,1.001236,970,971
317,-0.004796,0.002664,0.001227,10.166796,10.424182,9.906927,1.001511,1013,1014
318,-0.001861,0.003298,-0.004213,10.132129,10.415076,9.849315,0.999092,1006,1007
319,-0.008295,0.017224,0.004613,9.961719,10.215164,9.703936,1.005351,1073,1074
320,-0.002847,-0.004919,0.001042,9.937238,10.203371,9.663425,0.997980,969,970
321,-0.000000,-0.000000,0.000000,9.995265,10.249460,9.736539,0.998258,1033,1034
322,-0.004180,0.003079,-0.001995,10.106972,10.352218,9.857462,1.000305,1029,1030
323,0.008878,-0.001442,-0.004441,10.101991,10.375377,9.832546,1.001639,1019,1020
324,-0.000000,-0.000000,0.000000,9.962585,10.227755,9.702687,0.998177,986,987
325,0.002911,-0.002027,-0.004532,10.056925,10.336968,9.774425,1.000563,975,976
326,0.000000,0.000000,0.000000,10.033945,10.307962,9.764305,0.998189,995,996
327,0.005272,-0.000906,-0.001769,10.082577,10.346492,9.816699,1.003188,1011,1012
328,0.000000,0.000000,0.000000,10.011526,10.286567,9.735031,0.998266,1038,1039
329,-0.013612,-0.021123,0.001191,9.746660,10.032676,9.468046,1.016413,961,962
330,0.001478,-0.004149,0.003455,9.971020,10.242995,9.699118,0.996828,1013,1014
331,-0.004167,0.003555,-0.001158,10.099517,10.380635,9.821193,1.000798,1011,1012
332,-0.000000,0.000000,-0.000000,9.963160,10.245054,9.684395,0.998068,930,931
333,0.001732,-0.002834,-0.011308,10.187310,10.470577,9.901599,0.997216,995,996
334,-0.000000,0.000000,-0.000000,10.009518,10.257563,9.764468,0.998237,1021,1022
335,0.011575,0.004364,-0.009682,10.030804,10.299961,9.757026,1.008983,1035,1036
336,-0.003156,0.004524,0.001275,10.098923,10.354434,9.836915,1.001912,999,1000
337,0.004556,-0.000672,0.003593,9.992120,10.266060,9.724920,0.994725,935,936
338,-0.000000,-0.000000,-0.000000,9.984335,10.246211,9.720298,0.998125,959,960
339,0.000000,-0.000000,0.000000,9.964943,10.217831,9.712139,0.998229,1015,1016
340,0.007300,0.012719,-0.000229,10.488934,10.771262,10.210565,1.011744,996,997
341,0.009807,0.006165,0.000298,9.991467,10.252668,9.731849,1.007113,1034,1035
342,0.002939,-0.003564,0.003408,10.037187,10.336809,9.742390,1.001706,969,970
343,0.002900,-0.005673,-0.005191,9.906024,10.192028,9.613258,0.994873,979,980
344,0.000000,0.000000,-0.000000,9.978163,10.246289,9.708579,0.998200,999,1000
345,-0.000000,-0.000000,0.000000,9.953417,10.210937,9.695070,0.998242,1022,1023
346,-0.000000,-0.000000,0.000000,9.994882,10.263443,9.728810,0.998170,983,984
347,-0.004407,-0.000171,0.003534,9.935973,10.205814,9.670719,0.998590,1005,1006
348,-0.002765,0.003275,0.003572,9.998918,10.276173,9.716014,1.001132,1039,1040
349,-0.004713,0.000414,-0.003007,10.137536,10.396026,9.884381,1.003625,1013,1014
350,0.000869,0.001444,-0.005480,10.211896,10.470310,9.952849,1.001597,970,971
351,-0.000000,0.000000,0.000000,9.945274,10.233224,9.664935,0.998265,1035,1036
352,0.000000,0.000000,0.000000,9.951249,10.213245,9.683643,0.998193,994,995
353,0.005259,-0.002103,0.000086,10.174843,10.439593,9.912655,0.999809,991,992
354,-0.001593,0.007354,-0.003085,10.122259,10.401834,9.836802,1.003779,989,990
355,0.003971,0.003616,-0.001681,10.058376,10.348792,9.770456,0.997093,1002,1003
356,0.002981,0.002792,0.006928,10.148701,10.449844,9.851789,1.000951,1026,1027
357,0.010842,0.009659,0.002371,10.083100,10.372021,9.787915,1.011930,991,992
358,0.000000,-0.000000,0.000000,10.029033,10.272299,9.786305,0.998261,1036,1037
359,0.013140,0.004361,0.006351,10.197613,10.451496,9.941000,1.004881,935,936
360,0.000000,0.000000,0.000000,9.984301,10.260300,9.703802,0.998282,1047,1048
361,-0.002132,0.005127,0.001072,9.901257,10.140804,9.665787,0.996949,999,1000
362,-0.003184,0.004414,0.010418,9.989119,10.261469,9.716824,0.995798,1002,1003
363,0.001292,0.002157,0.005080,10.296890,10.548898,10.039664,0.998724,991,992
364,-0.000000,0.000000,-0.000000,9.957303,10.220792,9.692531,0.998277,1043,1044
365,-0.003758,-0.008991,-0.006602,10.104779,10.383263,9.818456,0.999213,989,990
366,0.001862,0.006309,-0.005182,9.877053,10.142238,9.606421,0.999954,947,948
367,0.002322,-0.002534,-0.004427,10.087909,10.365231,9.815255,0.999318,1019,1020
368,-0.007402,-0.002787,-0.006111,9.892009,10.154953,9.624744,0.998658,1014,1015
369,0.004679,0.000247,-0.003037,10.013965,10.247315,9.775469,1.002217,1036,1037
370,-0.009553,0.001996,-0.003045,9.981111,10.247823,9.707532,1.000945,970,971
371,0.013175,0.005784,0.002924,10.011677,10.261197,9.759872,1.006255,991,992
372,-0.002738,0.004871,0.000796,9.979785,10.231191,9.735062,0.994277,997,998
373,-0.006396,0.004405,0.001971,10.092671,10.363386,9.825025,1.003698,1027,1028
374,0.000000,0.000000,0.000000,9.995241,10.285140,9.710291,0.998203,1001,1002
375,0.005869,0.002113,0.005298,10.134323,10.389976,9.878098,0.997624,982,983
376,-0.000000,-0.000000,0.000000,10.036372,10.292972,9.779089,0.998226,1016,1017
377,0.003795,0.001254,-0.006824,10.212129,10.477541,9.939049,1.002516,1057,1058
378,-0.000000,0.000000,-0.000000,10.003376,10.278819,9.729763,0.998178,988,989
379,0.004593,0.003116,0.001428,9.925577,10.173534,9.676045,0.998090,971,972
380,0.009293,-0.000014,-0.007236,10.081527,10.335634,9.826662,0.999796,993,994
381,0.001419,-0.014650,-0.015280,9.860631,10.114654,9.604327,1.012386,1031,1032
382,-0.001255,0.003299,-0.004506,10.111494,10.407286,9.816450,0.998035,968,969
383,-0.002816,0.003879,-0.002639,10.001242,10.265115,9.733061,0.998220,1065,1066
384,-0.005216,0.002631,-0.008163,10.201627,10.463013,9.943039,1.000946,997,998
385,-0.003502,0.006823,-0.003196,10.237558,10.499838,9.973899,1.001106,961,962
386,-0.000000,0.000000,-0.000000,10.017197,10.291148,9.741170,0.998233,1019,1020
387,0.017707,-0.013088,-0.001380,10.324578,10.636855,10.008444,1.012250,957,958
388,-0.005406,-0.003349,-0.004901,9.986252,10.253183,9.724557,1.001360,1023,1024
389,-0.000000,0.000000,-0.000000,9.991283,10.257190,9.731987,0.998258,1033,1034
390,0.003957,0.001876,-0.009083,9.994165,10.248387,9.743365,1.000450,1001,1002
391,-0.000000,0.000000,-0.000000,9.994741,10.288212,9.698072,0.998120,957,958
392,-0.000761,0.008989,0.004865,10.228438,10.493512,9.970636,1.003515,967,968
393,0.001487,-0.005389,0.000582,9.936033,10.195751,9.676469,0.994414,1017,1018
394,0.000000,0.000000,-0.000000,9.968105,10.224312,9.715490,0.998184,990,991
