#Id,x_center,y_center,z_center,c_bdmv,c_bdmv_max,c_bdmv_min,c_bdmw,c_bdmw_max,c_bdmw_min,r_vir_bdmv,r_vir_bdmw,n_vir_bdmv,n_vir_bdmw,n_tot
85007516508,458.784200,487.529700,495.718800,7.607531,8.799254,6.402593,5.264972,6.599813,3.951038,0.155059,0.116375,46,42,49
85002116493,489.714800,483.838100,523.674800,5.998066,6.898936,5.107897,5.143842,6.152493,4.105927,0.233529,0.166158,163,116,196
85000244919,457.615300,549.160800,477.454200,9.502051,9.866819,9.127383,6.869515,7.466100,6.280942,0.482650,0.359966,1458,1236,1684
85000139016,523.643700,455.702900,459.480300,8.796827,9.077157,8.516363,6.056958,6.674001,5.431320,0.573521,0.431815,2426,2140,2780
85005847320,476.754800,490.007600,454.336700,5.156463,6.162865,4.172295,3.175688,4.498792,1.889537,0.172562,0.118486,52,49,65
85005766877,531.096200,452.357500,527.385900,4.032011,5.048945,2.996126,2.052487,3.318066,1.260387,0.173237,0.137617,61,58,66
85001519400,464.006900,459.487700,515.208300,10.606952,11.654021,9.528982,8.115906,8.913783,7.328095,0.273558,0.202419,265,219,278
85002637731,487.644600,467.314700,493.645200,4.037625,5.073683,2.995885,2.644384,3.783923,1.762797,0.224775,0.166669,147,120,155
85001218343,523.265100,529.611500,511.737800,6.301890,7.007530,5.602037,4.843344,5.805544,3.876567,0.293224,0.213839,331,259,350
85007262002,450.367700,459.624000,453.458300,15.524970,18.709418,12.428555,14.060564,16.890774,11.285976,0.153378,0.113305,42,36,51
85003451093,487.267700,460.338000,479.595800,5.173452,6.117697,4.211579,2.885298,4.016810,1.727281,0.200565,0.152086,101,91,116
85005690001,475.176100,495.095300,455.043900,6.239270,7.382969,5.081819,4.679756,5.637957,3.724229,0.152427,0.110272,48,36,67
85004186241,489.593400,482.560700,464.215500,9.181036,10.412405,7.940924,7.487538,8.696695,6.291518,0.202071,0.142214,90,78,94
85002066128,493.997700,496.911200,455.814900,10.308237,11.321979,9.321449,6.748520,7.472564,6.030528,0.246291,0.189514,190,176,201
85008521572,525.891000,484.638100,459.246000,2.093520,3.366051,1.135083,1.494828,2.726007,1.000027,0.135509,0.093494,31,22,42
85000178350,507.434800,504.786900,546.888900,8.294033,8.664467,7.932078,6.436725,7.046624,5.829475,0.546115,0.396234,2105,1656,2239
85006190539,451.382000,509.694800,514.025200,18.620061,22.386354,14.926450,14.449240,17.779807,11.102536,0.164074,0.123348,54,48,61
85003650887,471.943900,540.356500,513.365700,4.105082,5.094811,3.132735,2.476507,3.667940,1.369375,0.192539,0.146634,97,83,109
85002199919,462.511100,512.652300,471.024700,4.005674,5.035146,3.001902,2.251623,3.433758,1.316633,0.231797,0.181755,173,160,188
85003170498,458.957200,515.004900,508.895800,4.219632,5.276468,3.178611,2.697851,3.906821,1.588144,0.208177,0.154373,115,97,127
85002190095,501.613900,504.844000,504.987700,11.179316,12.097830,10.248426,7.909186,8.606246,7.198628,0.243117,0.184997,180,165,189
85007912373,528.550700,525.283700,456.054400,6.690281,8.003091,5.352716,2.914515,4.084167,1.782280,0.146385,0.104663,40,34,46
85006282891,533.469800,482.656100,513.455900,5.666033,6.706216,4.650652,3.797127,5.606523,1.964159,0.161428,0.124534,52,49,60
85006296621,542.313400,513.354100,523.026100,7.419890,8.706795,6.151498,6.336154,7.347996,5.346724,0.157788,0.115707,52,41,60
85007023645,452.319400,458.009700,498.532000,4.869840,6.572606,3.302465,3.837958,4.938963,2.730398,0.154005,0.123738,50,47,53
85000960311,481.948100,457.713600,535.081100,8.878607,9.475911,8.275787,6.224332,6.952793,5.488964,0.321072,0.246465,435,393,447
85002304242,524.875200,470.356000,485.518400,6.438281,7.186283,5.691496,4.341573,5.348187,3.348063,0.235620,0.173368,166,140,179
85004737129,476.099600,536.959800,509.236500,2.838960,4.007367,1.686571,1.822857,3.110656,1.000136,0.178586,0.132616,68,61,82
85000768853,493.195700,510.614600,481.606500,10.283313,11.004873,9.581466,7.431318,8.006796,6.849400,0.335372,0.252479,491,427,560
85008350541,479.924800,531.454500,476.386300,8.317769,10.099817,6.565725,6.236776,7.748427,4.708469,0.136928,0.095320,31,23,43
85002316804,513.706100,545.404100,536.392500,7.163061,7.993251,6.339640,5.893962,6.780542,5.031308,0.221556,0.161466,139,108,178
85005615058,524.822100,492.729600,463.666100,6.978043,8.791390,5.167947,5.148739,6.540690,3.757285,0.168279,0.129606,61,55,68
85006799123,499.665800,488.528200,479.455700,3.892243,4.985993,2.786300,1.938327,3.244270,1.001851,0.153352,0.110618,46,37,55
85001881495,484.661300,452.447800,531.346100,7.145126,7.912253,6.376139,5.098309,5.968023,4.243656,0.249527,0.184855,197,167,222
85001882699,506.467800,549.535300,537.353800,6.711932,7.643773,5.784965,5.373460,6.351061,4.403314,0.230377,0.166674,160,123,222
85003196666,453.527900,470.007500,522.538000,5.339862,6.334938,4.369660,3.296366,4.467043,2.140506,0.200962,0.161143,114,104,126
85006485988,534.497200,469.259900,461.554400,6.562202,8.086069,5.032314,3.999358,5.271322,2.757751,0.170845,0.121771,53,45,58
85005539954,474.601100,531.195700,529.409700,5.161014,6.104933,4.230987,3.238979,4.391098,2.085502,0.169566,0.129742,64,56,69
85000202751,485.760400,539.257100,516.345600,8.621768,8.960248,8.287983,5.993312,6.654984,5.340180,0.514934,0.390009,1781,1575,1997
85007504463,532.900500,522.314000,471.843100,3.409059,4.960644,1.819014,1.812995,3.236334,1.000152,0.125023,0.087254,24,17,49
